product_id,merchant_title,shopify_variant_title,fresh_missing_required_attrs,current_sizes,current_age_group,current_gender,suggested_sizes,suggested_age_group,suggested_gender,decision_state,selected_for_apply,decision_reasons,write_scope_if_approved,rollback_required_before_write
online:pt:BR:gw0094,Tênis Adidas Yeezy Boost 350 V2 Ash Stone Cinza,39,age group; gender; size,,,,39,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:gw0095,Tênis Adidas Yeezy Boost 350 V2 Ash Stone Cinza,40,age group; gender; size,,,,40,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:gw0096,Tênis Adidas Yeezy Boost 350 V2 Ash Stone Cinza,41,age group; gender; size,,,,41,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:gw0097,Tênis Adidas Yeezy Boost 350 V2 Ash Stone Cinza,42,age group; gender; size,,,,42,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:gw0098,Tênis Adidas Yeezy Boost 350 V2 Ash Stone Cinza,43,age group; gender; size,,,,43,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:gw0099,Tênis Adidas Yeezy Boost 350 V2 Ash Stone Cinza,44,age group; gender; size,,,,44,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:B37572,Tênis Adidas Yeezy Boost 350 V2 Semi Frozen Yellow,34,,34,adult,unisex,34,adult,unisex,skipped_not_freshly_missing_target_attrs,False,fresh status does not currently flag target attrs,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:B37573,Tênis Adidas Yeezy Boost 350 V2 Semi Frozen Yellow,35,age group; gender; size,,,,35,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:B37574,Tênis Adidas Yeezy Boost 350 V2 Semi Frozen Yellow,36,age group; gender; size,,,,36,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:B37575,Tênis Adidas Yeezy Boost 350 V2 Semi Frozen Yellow,37,age group; gender; size,,,,37,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:B37576,Tênis Adidas Yeezy Boost 350 V2 Semi Frozen Yellow,38,age group; gender; size,,,,38,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:B37577,Tênis Adidas Yeezy Boost 350 V2 Semi Frozen Yellow,39,age group; gender; size,,,,39,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:B37578,Tênis Adidas Yeezy Boost 350 V2 Semi Frozen Yellow,40,age group; gender; size,,,,40,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:B37579,Tênis Adidas Yeezy Boost 350 V2 Semi Frozen Yellow,41,age group; gender; size,,,,41,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:B37580,Tênis Adidas Yeezy Boost 350 V2 Semi Frozen Yellow,42,age group; gender; size,,,,42,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:B37581,Tênis Adidas Yeezy Boost 350 V2 Semi Frozen Yellow,43,age group; gender; size,,,,43,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:B37582,Tênis Adidas Yeezy Boost 350 V2 Semi Frozen Yellow,44,age group; gender; size,,,,44,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:B37583,Tênis Adidas Yeezy Boost 350 V2 Semi Frozen Yellow,45,age group; gender; size,,,,45,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:B37584,Tênis Adidas Yeezy Boost 350 V2 Semi Frozen Yellow,46,age group; gender; size,,,,46,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:f99710,Tênis Adidas Yeezy Boost 350 V2 Sesame Cinza,34,age group; gender; size,,,,34,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:f99711,Tênis Adidas Yeezy Boost 350 V2 Sesame Cinza,35,age group; gender; size,,,,35,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:f99712,Tênis Adidas Yeezy Boost 350 V2 Sesame Cinza,36,age group; gender; size,,,,36,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:f99713,Tênis Adidas Yeezy Boost 350 V2 Sesame Cinza,37,age group; gender; size,,,,37,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:f99714,Tênis Adidas Yeezy Boost 350 V2 Sesame Cinza,38,age group; gender; size,,,,38,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:f99715,Tênis Adidas Yeezy Boost 350 V2 Sesame Cinza,39,age group; gender; size,,,,39,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:f99716,Tênis Adidas Yeezy Boost 350 V2 Sesame Cinza,40,age group; gender; size,,,,40,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:f99717,Tênis Adidas Yeezy Boost 350 V2 Sesame Cinza,41,age group; gender; size,,,,41,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:f99718,Tênis Adidas Yeezy Boost 350 V2 Sesame Cinza,42,age group; gender; size,,,,42,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:f99719,Tênis Adidas Yeezy Boost 350 V2 Sesame Cinza,43,age group; gender; size,,,,43,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:f99720,Tênis Adidas Yeezy Boost 350 V2 Sesame Cinza,44,age group; gender; size,,,,44,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:f99721,Tênis Adidas Yeezy Boost 350 V2 Sesame Cinza,45,age group; gender; size,,,,45,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:f99722,Tênis Adidas Yeezy Boost 350 V2 Sesame Cinza,46,age group; gender; size,,,,46,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:553560800-1,Tênis Air Jordan 1 Low GS Light Arctic Pink Rosa,35,age group; gender; size,,,,35,kids,unisex,blocked_non_default_age_gender,False,not adult/unisex default,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:1203B011-100-37,Tênis ASICS Marvel vs. Capcom x Kith x ASICS Gel Kayano 14 Ryu Branco,37,,37,adult,unisex,37,adult,unisex,skipped_not_freshly_missing_target_attrs,False,fresh status does not currently flag target attrs,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:1203B011-100-38,Tênis ASICS Marvel vs. Capcom x Kith x ASICS Gel Kayano 14 Ryu Branco,38,age group; gender; size,,,,38,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:1203B011-100-39,Tênis ASICS Marvel vs. Capcom x Kith x ASICS Gel Kayano 14 Ryu Branco,39,age group; gender; size,,,,39,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:1203B011-100-40,Tênis ASICS Marvel vs. Capcom x Kith x ASICS Gel Kayano 14 Ryu Branco,40,age group; gender; size,,,,40,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:1203B011-100-41,Tênis ASICS Marvel vs. Capcom x Kith x ASICS Gel Kayano 14 Ryu Branco,41,age group; gender; size,,,,41,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:1203B011-100-42,Tênis ASICS Marvel vs. Capcom x Kith x ASICS Gel Kayano 14 Ryu Branco,42,age group; gender; size,,,,42,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:1203B011-100-44,Tênis ASICS Marvel vs. Capcom x Kith x ASICS Gel Kayano 14 Ryu Branco,44,age group; gender; size,,,,44,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:JS3886-34,Tênis Bad Bunny x Adidas BADBO 1.0 Rise Branco,34,,34,adult,unisex,34,adult,unisex,skipped_not_freshly_missing_target_attrs,False,fresh status does not currently flag target attrs,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:JS3886-35,Tênis Bad Bunny x Adidas BADBO 1.0 Rise Branco,35,age group; gender; size,,,,35,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:JS3886-36,Tênis Bad Bunny x Adidas BADBO 1.0 Rise Branco,36,age group; gender; size,,,,36,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:JS3886-37,Tênis Bad Bunny x Adidas BADBO 1.0 Rise Branco,37,age group; gender; size,,,,37,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:JS3886-38,Tênis Bad Bunny x Adidas BADBO 1.0 Rise Branco,38,age group; gender; size,,,,38,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:JS3886-39,Tênis Bad Bunny x Adidas BADBO 1.0 Rise Branco,39,age group; gender; size,,,,39,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:JS3886-40,Tênis Bad Bunny x Adidas BADBO 1.0 Rise Branco,40,age group; gender; size,,,,40,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:JS3886-41,Tênis Bad Bunny x Adidas BADBO 1.0 Rise Branco,41,age group; gender; size,,,,41,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:JS3886-42,Tênis Bad Bunny x Adidas BADBO 1.0 Rise Branco,42,age group; gender; size,,,,42,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:JS3886-43,Tênis Bad Bunny x Adidas BADBO 1.0 Rise Branco,43,age group; gender; size,,,,43,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:JS3886-44,Tênis Bad Bunny x Adidas BADBO 1.0 Rise Branco,44,age group; gender; size,,,,44,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:HM4743001,Tênis Levi's x Nike Air Max 95 OG Black Anthracite Denim Preto,34,age group; gender; size,,,,34,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:HM47430010,Tênis Levi's x Nike Air Max 95 OG Black Anthracite Denim Preto,43,age group; gender; size,,,,43,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:HM47430011,Tênis Levi's x Nike Air Max 95 OG Black Anthracite Denim Preto,44,age group; gender; size,,,,44,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:HM4743002,Tênis Levi's x Nike Air Max 95 OG Black Anthracite Denim Preto,35,age group; gender; size,,,,35,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:HM4743003,Tênis Levi's x Nike Air Max 95 OG Black Anthracite Denim Preto,36,age group; gender; size,,,,36,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:HM4743004,Tênis Levi's x Nike Air Max 95 OG Black Anthracite Denim Preto,37,age group; gender; size,,,,37,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:HM4743005,Tênis Levi's x Nike Air Max 95 OG Black Anthracite Denim Preto,38,age group; gender; size,,,,38,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:HM4743006,Tênis Levi's x Nike Air Max 95 OG Black Anthracite Denim Preto,39,age group; gender; size,,,,39,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:HM4743007,Tênis Levi's x Nike Air Max 95 OG Black Anthracite Denim Preto,40,age group; gender; size,,,,40,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:HM4743008,Tênis Levi's x Nike Air Max 95 OG Black Anthracite Denim Preto,41,age group; gender; size,,,,41,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:HM4743009,Tênis Levi's x Nike Air Max 95 OG Black Anthracite Denim Preto,42,age group; gender; size,,,,42,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:HM4743100,Tênis Levi's x Nike Air Max 95 OG Light Orewood Brown Denim Branco,34,age group; gender; size,,,,34,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:HM4743101,Tênis Levi's x Nike Air Max 95 OG Light Orewood Brown Denim Branco,35,age group; gender; size,,,,35,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:HM4743102,Tênis Levi's x Nike Air Max 95 OG Light Orewood Brown Denim Branco,36,age group; gender; size,,,,36,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:HM4743103,Tênis Levi's x Nike Air Max 95 OG Light Orewood Brown Denim Branco,37,age group; gender; size,,,,37,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:HM4743104,Tênis Levi's x Nike Air Max 95 OG Light Orewood Brown Denim Branco,38,age group; gender; size,,,,38,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:HM4743105,Tênis Levi's x Nike Air Max 95 OG Light Orewood Brown Denim Branco,39,age group; gender; size,,,,39,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:HM4743106,Tênis Levi's x Nike Air Max 95 OG Light Orewood Brown Denim Branco,40,age group; gender; size,,,,40,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:HM4743107,Tênis Levi's x Nike Air Max 95 OG Light Orewood Brown Denim Branco,41,age group; gender; size,,,,41,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:HM4743108,Tênis Levi's x Nike Air Max 95 OG Light Orewood Brown Denim Branco,42,age group; gender; size,,,,42,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:HM4743109,Tênis Levi's x Nike Air Max 95 OG Light Orewood Brown Denim Branco,43,age group; gender; size,,,,43,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:HM4743110,Tênis Levi's x Nike Air Max 95 OG Light Orewood Brown Denim Branco,44,age group; gender; size,,,,44,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:HM4743400,Tênis Levi's x Nike Air Max 95 OG Obsidian Denim Azul,34,age group; gender; size,,,,34,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:HM4743401,Tênis Levi's x Nike Air Max 95 OG Obsidian Denim Azul,35,age group; gender; size,,,,35,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:HM4743402,Tênis Levi's x Nike Air Max 95 OG Obsidian Denim Azul,36,age group; gender; size,,,,36,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:HM4743403,Tênis Levi's x Nike Air Max 95 OG Obsidian Denim Azul,37,age group; gender; size,,,,37,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:HM4743404,Tênis Levi's x Nike Air Max 95 OG Obsidian Denim Azul,38,age group; gender; size,,,,38,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:HM4743405,Tênis Levi's x Nike Air Max 95 OG Obsidian Denim Azul,39,age group; gender; size,,,,39,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:HM4743406,Tênis Levi's x Nike Air Max 95 OG Obsidian Denim Azul,40,age group; gender; size,,,,40,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:HM4743407,Tênis Levi's x Nike Air Max 95 OG Obsidian Denim Azul,41,age group; gender; size,,,,41,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:HM4743408,Tênis Levi's x Nike Air Max 95 OG Obsidian Denim Azul,42,age group; gender; size,,,,42,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:HM4743409,Tênis Levi's x Nike Air Max 95 OG Obsidian Denim Azul,43,age group; gender; size,,,,43,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:HM4743410,Tênis Levi's x Nike Air Max 95 OG Obsidian Denim Azul,44,age group; gender; size,,,,44,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:A15FW740-10,"Tênis Maison Mihara Yasuhiro ""Keith"" OG Sole Canvas Low-top Black Preto",43,age group; gender; size,,,,43,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:A15FW740-11,"Tênis Maison Mihara Yasuhiro ""Keith"" OG Sole Canvas Low-top Black Preto",44,age group; gender; size,,,,44,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:A15FW740-2,"Tênis Maison Mihara Yasuhiro ""Keith"" OG Sole Canvas Low-top Black Preto",35,age group; gender; size,,,,35,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
online:pt:BR:A15FW740-3,"Tênis Maison Mihara Yasuhiro ""Keith"" OG Sole Canvas Low-top Black Preto",36,age group; gender; size,,,,36,adult,unisex,ready_for_wave2_pilot_apply_if_lucas_approves,True,fresh missing attrs + exact adult/unisex/size suggestion,"sizes + ageGroup + gender only, exact online Merchant product resource, products.insert upsert",True
